LegacyId,App,LegacyEndpoint,Methods,Exports,Operation,Domain,Disposition,NewOperationId,AcceptanceCase,ReviewNote
API-232,管理端,/b/staff/acceptInvite,POST,acceptInvite,write,identity,REPLACE,staff.invite.accept,acceptStaffInvite,"Accept staff invite after phone/union binding. OpenAPI POST .../invites/{sign}/accept; tests StaffInviteTest."
API-233,管理端,/b/staff/changeSiteOwner,POST,changeSiteOwner,write,identity,REPLACE,staff.directory.transfer-ownership,transferSiteOwnership,"Transfer site ownership to another staff member. OpenAPI POST .../sites/{site}/transfer-ownership; tests StaffDirectoryTest."
API-234,管理端,/b/staff/checkExistPlan,POST,checkExistPlan,query,identity,REPLACE,staff.departure.preflight,getStaffDirectoryMember,"Preflight future bookings via hasFutureBookings on GET .../staff-directory/{id}; tests StaffDirectoryTest."
API-235,管理端,/b/staff/delstaff,POST,delstaff,write,identity,REPLACE,staff.directory.delete,AC-10-12,"Hard-delete staff when deldata flag set. Evidence: staff-edit.js delstaff()."
API-236,管理端,/b/staff/findAllFunction,POST,findAllFunction,query,identity,REPLACE,staff.permission.catalog,getStaffPermissionCatalog,"Permission function tree for custom roles. OpenAPI GET .../permissions/catalog; tests StaffRoleEditorTest."
API-237,管理端,/b/staff/findDefaultRole,POST,findDefaultRole,query,identity,REPLACE,staff.role.default-template,AC-10-12,"Default role template when creating staff. Evidence: staff-edit.js findDefaultRole()."
API-238,管理端,/b/staff/findRoleList,POST,findRoleList,query,identity,REPLACE,staff.role.list,listStaffRoles,"Selectable roles for staff user. OpenAPI GET .../roles; tests StaffRoleEditorTest."
API-239,管理端,/b/staff/getAll,POST,getAllStaff,query,identity,REPLACE,staff.directory.list,listStaffDirectory,"Staff directory list scoped per site. OpenAPI GET .../staff-directory; tests StaffDirectoryTest."
API-240,管理端,/b/staff/getInviteData,POST,getInviteData,query,identity,REPLACE,staff.invite.preview,previewStaffInvite,"Invite banner metadata by sign token. OpenAPI GET .../invites/{sign}; tests StaffInviteTest."
API-241,管理端,/b/staff/getOne,POST,getUserOne,query,identity,REJECT,,AC-10-39,"Exported as getUserOne in vendor only; staff-edit loads model from URL param staffone JSON, not this API. Evidence: staff-edit.js onLoad staffone branch; grep getUserOne → vendor.js only."
API-242,管理端,/b/staff/getUserInfoBySign?deviceId=,POST,getUserInfoBySign,query,identity,REPLACE,staff.invite.sign-preview,previewStaffInvite,"Resolve invitee profile from invite sign token. OpenAPI GET .../invites/{sign}; tests StaffInviteTest."
API-243,管理端,/b/staff/leaveWork,POST,leaveWork,write,identity,REPLACE,staff.departure.soft,departStaffDirectoryMember,"Soft-departure with booking preflight. OpenAPI POST .../staff-directory/{id}/depart; tests StaffDirectoryTest."
API-244,管理端,/b/staff/saveRole,POST,saveRole,write,identity,REPLACE,staff.role.upsert,upsertStaffRole,"Save custom role permission matrix. OpenAPI PUT .../roles/{role}; tests StaffRoleEditorTest."
API-245,管理端,/b/staff/savestaff,POST,savestaff,write,identity,REPLACE,staff.directory.upsert,createStaffDirectoryMember|updateStaffDirectoryMember,"Create/update staff profile and role binding. OpenAPI POST/PATCH .../staff-directory; tests StaffDirectoryTest."
API-246,管理端,/b/staffuser/aduserCount,POST,aduserCount,query,identity,MERGE,identity.onboarding.social-proof,AC-10-07,"Registered-user count shown on onboarding screens. Evidence: authorizationPage/info/index.js, pagesImp/authorization/info/index.js."
API-247,管理端,/b/staffuser/getMyInfo,POST,getMyInfo,query,identity,REPLACE,staff.profile.self.read,getStaffProfile,"Load current staff profile for personal settings. OpenAPI GET .../staff/profile; tests StaffProfileTest."
API-248,管理端,/b/staffuser/getMySiteList,POST,getMySiteList,query,tenant-config,REPLACE,site.context.list,AC-10-40,"Multi-site picker for staff context. Evidence: pagesCourse/home/venue.js, pageChain/storesManagement/index.js."
API-249,管理端,/b/staffuser/getSiteConfig,POST,getSiteConfig,query,tenant-config,REPLACE,tenant.feature-flags.read,AC-10-03,"Shop tab feature/module flags. Evidence: pages/shop/shop.js getSiteConfig()."
API-250,管理端,/b/staffuser/loginout,POST,loginout,write,identity,REPLACE,identity.session.logout,logoutCurrentSession,"Staff logout from personal settings. OpenAPI POST .../auth/logout; tests Auth flow."
API-251,管理端,/b/staffuser/selectAppoint,POST,appointRecord,query,booking,MERGE,booking.staff.upcoming,listStaffBookingUpcoming,"Staff home today upcoming appointments. OpenAPI GET .../booking/upcoming; tests StaffDashboardTest."
API-252,管理端,/b/staffuser/selectPayList,POST,saleCard,query,identity,MERGE,staff.dashboard.sales-feed,AC-10-02,"Today card-sales feed on staff home (export name saleCard). Evidence: pages/home/home.js loadSaleCardRecord()."
API-253,管理端,/b/staffuser/todayreport,POST,todayReport,query,identity,REPLACE,staff.dashboard.summary,getStaffDashboardSummary,"Staff home KPI payload. OpenAPI GET .../dashboard/summary; tests StaffDashboardTest."
API-254,管理端,/b/staffuser/updateMyInfo,POST,updateMyInfo,write,identity,REPLACE,staff.profile.self.update,updateStaffProfile,"Self-service staff profile updates. OpenAPI PATCH .../staff/profile; tests StaffProfileTest."
API-255,管理端,/b/staffuser/wxlogin,POST,getStopInfo,write,identity,REPLACE,identity.staff.session.bootstrap,AC-10-41,"Primary staff session bootstrap (store action getStopInfo); returns site context, permissions, dictVal. Evidence: pages/start/index.js, pages/login/components/mp-weixin.js."
API-256,管理端,/b/staffuser/wxlogin?deviceId=,POST,getStopInfo,write,identity,MERGE,identity.staff.session.bootstrap,AC-10-41,"Device-scoped variant of staff wxlogin/getStopInfo export. Evidence: vendor export duplicate; same store dispatch getStopInfo."
API-257,管理端,/b/userorder/delUserOrder,POST,delUserOrder,write,order,REJECT,order.void,voidMemberCardOrder,"Reject physical deletion; void only eligible unpaid orders. OpenAPI POST .../orders/{id}/void; tests StaffMemberCardOrderTest."
API-258,管理端,/b/userorder/saveOrderAmount,POST,saveOrderAmount,write,order,MERGE,order.amount.correct,correctMemberCardOrderAmount,"Duplicate order amount correction path; immutable correction not overwrite. OpenAPI POST .../orders/{id}/amount-corrections; tests StaffMemberCardOrderTest. Evidence: pageChain/cardStatistics/index.js."
API-259,管理端,/b/userorder/saveRemark,POST,saveRemark,write,order,REPLACE,MemberOrderTest.internal-note.append,MemberOrderTest.internal-note.append,"Employee-only order note; store append-only note/correction history with permission and audit rather than overwriting the order fact."
API-260,管理端,/b/wx/createAppCode,POST,createAppCode,write,sharing,REPLACE,sharing.mini-code.create,StaffPlannedApisTest::test_ledger_reconciliation_order_platform_calendar_identity,"Creates a generic Mini Program code used in member/card sharing; new operation requires typed purpose, short opaque scene, expiry, authorization and replay controls."
API-261,管理端,/common/const,POST,getConst,query,platform,REPLACE,platform.constants.read,getStaffRegionConstants,"City/region constants for site creation. OpenAPI GET .../constants/regions; tests StaffConstants flow."
API-262,管理端,/common/dict,POST,dictData,query,platform,REJECT,,AC-10-42,"Exported as dictData in 管理端 vendor only; no static call site. uploadURL/default images consumed from dictVal populated by session bootstrap, not direct dict fetch. Evidence: grep dictData → vendor.js only."
API-263,管理端,/wx/getUnionId,POST,getUnionId,query,identity,REPLACE,identity.wechat.unionid.resolve,resolveWechatUnionId,"UnionID resolution during staff invite acceptance. OpenAPI POST .../identity/wechat/unionid; tests StaffInviteTest."
API-264,管理端,/wx/getWeixinPhoneNumber,POST,getWeixinPhoneNumber,write,identity,REPLACE,identity.wechat.phone.grant,AC-10-08,"WeChat encrypted phone grant for staff onboarding and profile phone edit. Evidence: authorization phone pages, phone-edit.js."
API-265,会员端,/c/user/applyAppointment,POST,applyAppointment,write,booking,REPLACE,booking.appointment.create,createMemberAppointment,"Member books with card selection. OpenAPI POST /member/appointments; tests MemberAppointmentTest."
API-266,会员端,/c/user/cancelAppoint,POST,cancelAppoint,write,booking,REPLACE,booking.appointment.cancel,cancelMemberAppointment,"Member/staff cancel from detail pages. OpenAPI POST /member/appointments/{id}/cancel; tests MemberAppointmentTest."
API-267,会员端,/c/user/cardPrivilege,POST,cardPrivilege,query,member-card,REPLACE,member-card.benefits.get,getMemberMemberCardBenefits,"Member card benefits. OpenAPI GET /member/member-cards/{id}/benefits; apps/member-miniapp/src/pages/cards/benefits.vue."
API-268,会员端,/c/user/checkCloseSite,POST,checkCloseSite,query,member-card,REPLACE,StaffPlannedApisTest::test_member_card_batch_and_reads_writes,StaffPlannedApisTest::test_member_card_batch_and_reads_writes,"Business capability retained behind new authenticated domain API."
API-269,会员端,/c/user/deleteUserCard,POST,deleteUserCard,write,member-card,REPLACE,member-card.visibility.hide,hideMemberCard,"Member hides card from wallet. OpenAPI POST /member/member-cards/{id}/hide; tests MemberMemberCardVisibilityTest."
API-270,会员端,/c/user/findAllPrivateDrainerList,POST,findAllPrivateDrainerList,query,schedule,MERGE,schedule.private-coach.day-board,listMemberBookingCatalog,"Member 约课 tab private lanes merged into day catalog. OpenAPI GET /member/booking/catalog; tests MemberBookingCatalogTest."
API-271,会员端,/c/user/findAmountChangeLog,POST,findAmountChangeLog,query,member-card,REPLACE,member-card.balance-ledger.list,listMemberMemberCardLedgerEntries,"Member balance ledger tab. OpenAPI member card ledger; tests MemberMemberCardLedgerTest."
"

"
API-272,会员端,/c/user/finddelUsercard,POST,finddelUsercard,query,member-card,REPLACE,member-card.archive.list,listMemberHiddenCards,"Lists hidden/archived cards for recovery UI. OpenAPI GET /member/member-cards/hidden; tests StaffMemberCardArchiveListTest::test_member_can_list_hidden_cards. Evidence: pageMine pages/cards/hidden."
API-273,会员端,/c/user/findModifyLog,POST,findModifyLog,query,member-card,REPLACE,member-card.modify-log.list,AC-07-14,"Per-card metadata change history tab on useRecord (datalist, paginated). Evidence: pageMine/useRecord/index.js getChangeRecord()."
API-274,会员端,/c/user/findOneDrainerDetail,POST,findOneDrainerDetail,query,schedule,MERGE,schedule.private-coach.detail,getMemberBookingSession,"Authenticated private coach landing. OpenAPI GET /member/booking/sessions/{id}; tests MemberBookingCatalogTest. Evidence: coachCourse/index.js."
API-275,会员端,/c/user/findOneDrainerDetail_noToken,POST,findOneDrainerDetail_noToken,query,schedule,MERGE,schedule.private-coach.detail.public,getPublicBookingShareSession,"Share landing without session. OpenAPI GET /public/booking/share/sessions/{token}; tests PublicBookingShareTest. Evidence: coachCourse/share-index.js."
API-276,会员端,/c/user/findTeamPlan,POST,findTeamPlan,query,schedule,MERGE,schedule.group-session.day-board,listMemberBookingCatalog,"Member group day grid. OpenAPI GET /member/booking/catalog; tests MemberBookingCatalogTest."
API-277,会员端,/c/user/findUserAppointList,POST,findUserAppointList,query,member-card,REPLACE,member-card.appointment-history.list,AC-07-14,"Per-card appointment history tab on useRecord (list, paginated by userCardId). Evidence: pageMine/useRecord/index.js getAppointmentRecord()."
API-278,会员端,/c/user/getAllCardInfo,POST,getAllCardInfo,query,card-product,REPLACE,card-product.sellable.list,listMemberCardProducts,"Sellable templates on buyingCard page. OpenAPI GET /member/card-products; member catalog UI pages/cards/catalog; tests MemberCardPurchaseTest."
API-279,会员端,/c/user/getCardListForPay,POST,getCardListForPay,query,member-card,MERGE,member-card.payable.list,listMemberBookingPayableCards,"Payable cards at booking checkout. OpenAPI GET .../payable-cards; tests MemberAppointmentTest."
API-280,会员端,/c/user/getDrainerTimeList,POST,getDrainerTimeList,query,schedule,MERGE,schedule.private-coach.slots,listMemberBookingCatalog,"Member private slot picker via day booking catalog. OpenAPI GET /member/booking/catalog; tests MemberBookingCatalogTest. Evidence: selected-course-timer/index.js."
API-281,会员端,/c/user/getMyUserInfo,POST,getMyUserInfo,query,member-profile,REPLACE,member.profile.read,AC-07-07,"Returns user + tenant userField[] required flags for profile form. Evidence: pageMine/myInfo/index.js getUserInfo()."
API-282,会员端,/c/user/getNoticeList,POST,getNoticeList,query,notice,REPLACE,notice.list,AC-07-05,"Home notice cards: datalist[] with noticeId, noticeTitle, noticeText, createTime. Evidence: pages/index/index.js getInformList()."
API-283,会员端,/c/user/getOnePlan,POST,getOnePlan,query,booking,MERGE,booking.group-session.detail,getMemberBookingSession,"Member group class detail/booking prep. OpenAPI GET /member/booking/sessions/{id}; tests MemberBookingCatalogTest."
API-284,会员端,/c/user/getOnePlan_noToken,POST,getOnePlan_noToken,query,booking,MERGE,booking.group-session.detail.public,getPublicBookingShareSession,"Share landing for group class. OpenAPI GET /public/booking/share/sessions/{token}; tests PublicBookingShareTest. Evidence: clusterCourse/share-index.js."
API-285,会员端,/c/user/getSiteFaceimage,POST,getSiteFaceimage,query,member-home,REPLACE,member.home.carousel,AC-07-01,"Home swiper images: data.imglist or fallback data.defImage. Evidence: pages/index/index.js getSiteFaceimage()."
API-286,会员端,/c/user/getUserCardInfo,POST,getUserCardInfo,query,member-card,REPLACE,member-card.wallet.list,listMemberWalletCards,"Member wallet cards on mine/home. OpenAPI GET /member/member-cards; tests MemberMemberCardWalletTest."
API-287,会员端,/c/user/getUserInfoForUpdate,POST,getUserInfoForUpdate,query,member-profile,REPLACE,member.profile.purchase-gate,AC-07-12,"Preflight before 购卡续费: code!=200 blocks navigation with msg. Evidence: pages/index/index.js buyCard()."
API-288,会员端,/c/user/getuserProtocolSetting,POST,getuserProtocolSetting,query,member-card,REPLACE,StaffPlannedApisTest::test_member_card_batch_and_reads_writes,StaffPlannedApisTest::test_member_card_batch_and_reads_writes,"Business capability retained behind new authenticated domain API."
API-289,会员端,/c/user/getwarmHint,POST,getwarmHint,query,booking,MERGE,booking.policy.hint,getStaffMemberWarmHint,"Warm hints before booking backed by site member-warm-hint config. OpenAPI GET .../member-warm-hint; tests StaffMemberExperienceTest. Evidence: coachCourse/index.js, clusterCourse/index.js."
API-290,会员端,/c/user/getwarmHint_noToken,POST,getwarmHintNoToken,query,booking,MERGE,booking.policy.hint.public,getStaffMemberWarmHint.public,"Share-page warm hints; public booking share deferred."
"

"
API-291,会员端,/c/user/getwxCardParam,POST,getwxCardParam,write,member-card,REPLACE,member-card.wechat-pack.sign,AC-07-13,"WeChat card-pack signature bundle for userCardId before wx.addCard. Evidence: common/vendor.js putWXCardPackage dispatch."
API-292,会员端,/c/user/myMainpage,POST,myMainpage,query,member-home,REPLACE,member.mine.dashboard,AC-07-02,"Mine aggregate: user, cardlist, hellomsg, pointStarted plus appointCount/lastMonthAppointCount/absenceCount/totalPoint/monthRankNum on user. Evidence: pages/mine/index.js getMineInfo()."
API-293,会员端,/c/user/myOrderList,POST,myOrderList,query,order,REPLACE,order.list,listMemberOrders,"Member order list. OpenAPI GET /member/orders; tests MemberOrderTest."
API-294,会员端,/c/user/myOrderList_notoken,POST,myOrderList_notoken,query,order,REJECT,planned:order,planned:order,"One-time wx code is not an order authorization credential."
API-295,会员端,/c/user/PointListByUserId,POST,PointListByUserId,query,points,REPLACE,points.ledger.list,AC-07-11,"Paginated point ledger: userInfo.plist, totalPoint, descText. Evidence: pageMine/point/index.js getList()."
API-296,会员端,/c/user/putweixincard,POST,putweixincard,write,member-card,REPLACE,member-card.wechat-pack.confirm,AC-07-13,"Persists add-to-WeChat-wallet result after wx.addCard. Evidence: common/vendor.js putWXCardPackage."
API-297,会员端,/c/user/putweixinList,POST,putweixinList,write,member-card,REPLACE,member-card.wechat-pack.pending,AC-07-13,"Lists cards with isPutWeixin==0 for home popup and mine CTA refresh. Evidence: pages/index/components/card-info.js, pages/mine/index.js putWxCardPack()."
API-298,会员端,/c/user/rankList,POST,rankList,write,ranking,REPLACE,ranking.monthly.list,AC-07-10,"Monthly leaderboard list[] capped to 15 plus myRank {indexnum, ncount, userRealname, userFaceurl}. Evidence: pageMine/rankingRecord/index.js."
API-299,会员端,/c/user/recoverdelUserCard,POST,recoverdelUserCard,write,member-card,REPLACE,member-card.visibility.restore,restoreMemberCardVisibility,"Restore hidden card. OpenAPI POST /member/member-cards/{id}/restore-visibility; tests MemberMemberCardVisibilityTest."
API-300,会员端,/c/user/register,POST,register,write,identity,REPLACE,identity.register,updateOwnMemberProfile,"Member registration via PUT /member/profile; tests MemberOnboardingTest."
API-301,会员端,/c/user/replaceFormLine,POST,replaceFormLine,write,booking,MERGE,booking.waitlist.promote,MemberAppointmentTest,"Member waitlist promotion path. Evidence: selected-member-card/index.js."
API-302,会员端,/c/user/selectAppoint,POST,selectAppoint,query,booking,REPLACE,booking.member.upcoming,listMemberAppointments,"Member home upcoming list. OpenAPI GET /member/appointments; tests MemberHomeDashboardTest."
API-303,会员端,/c/user/selectAppointOfMonth,POST,selectAppointOfMonth,query,member-insight,REPLACE,member.stats.month.appointments,AC-07-09,"Month-filtered appointment list with coursetype tabs and pagination. Evidence: pageMine/appointmentStatistics/index.js getData()."
API-304,会员端,/c/user/selectOneAppoint,POST,selectOneAppoint,query,booking,REPLACE,booking.member.detail,getMemberBookingSession,"Member session detail. OpenAPI GET /member/booking/sessions/{id}; tests MemberBookingCatalogTest."
"

"
API-305,会员端,/c/user/submitcard,POST,submitCard,write,member-card,REPLACE,member-card.purchase.submit,submitMemberCardPurchase,"Member self-service card purchase submit. OpenAPI POST /member/card-purchases; demo auto-paid path + WeChat Pay deferred; tests MemberCardPurchaseTest."
API-306,会员端,/c/user/sumAppointOfMonth,POST,sumAppointOfMonth,query,member-insight,REPLACE,member.stats.month.calendar,AC-07-09,"Month calendar heatmap/summary data for appointmentStatistics header. Evidence: pageMine/appointmentStatistics/index.js getRecord()."
API-307,会员端,/c/user/sumUserList,POST,sumUserList,query,member-insight,REPLACE,member.stats.year.summary,AC-07-08,"Yearly buckets yearlist[] and totalCount for totalStatistics page. Evidence: pageMine/totalStatistics/index.js onLoad."
API-308,会员端,/c/user/takeByuserCardId,POST,takeByuserCardId,write,member-card,REPLACE,member-card.activate,activateMemberCard,"Activates pending-open card instance. OpenAPI POST /member/member-cards/{id}/activate; tests MemberMemberCardActivateTest."
API-309,会员端,/c/user/UpdateUserInfo,POST,UpdateUserInfo,write,member-profile,REPLACE,member.profile.update,AC-07-07,"Member self-service profile patch including avatar URL after upload. Evidence: pageMine/myInfo/index.js saveInfo(), modifidInfo/index.js save()."
API-310,会员端,/c/user/wxlogin,POST,getLoginInfo,write,identity,REPLACE,identity.wechat-login,loginWithWechat,"WeChat code exchange via POST /auth/wechat/login."
API-311,会员端,/common/dict,POST,getCommonData,query,identity,REPLACE,identity.common-data.get,StaffPlannedApisTest::test_ledger_reconciliation_order_platform_calendar_identity,"Business capability retained behind new authenticated domain API."
API-312,会员端,/wx/getUnionId,POST,getUnionId,write,identity,REPLACE,identity.unionid,resolveWechatUnionId,"UnionID resolution; OpenAPI POST /identity/wechat/unionid."
API-313,会员端,/wx/getWeixinPhoneNumber,POST,getWeixinPhoneNumber,write,identity,REPLACE,identity.verify-mobile,verifyOwnWechatMobile,"Phone grant verification; tests MemberOnboardingTest."
